user_id,favorite_song_1,favorite_song_2,favorite_song_3,favorite_song_4,favorite_song_5,favorite_song_6,favorite_song_7,favorite_song_8,favorite_song_9,favorite_song_10,favorite_song_11,favorite_song_12,favorite_song_13,favorite_song_14,favorite_song_15,favorite_song_16,favorite_song_17,favorite_song_18,favorite_song_19,favorite_song_20
5320,4303,6313,2570,113,747,925,1192,2629,3342,3421,3533,3690,3832,4441,4935,5397,5402,5974,6282,6617
5321,811,817,2504,2572,3029,5450,5608,6219,7193,1152,6866,299,848,1473,2740,4111,4945,5201,5398,5594
5322,334,1335,1374,4519,4524,4857,7222,2821,3514,3528,4272,5852,6285,6353,7736,286,566,843,1940,2040
5323,130,248,595,641,934,1127,2026,3093,3177,3178,4690,5304,5346,5388,5594,6084,7108,7593,7664,29
5324,53,163,237,243,265,282,292,313,339,364,376,418,421,512,516,554,560,570,611,625
5325,2944,3880,6278,6841,6991,7542,347,1468,2614,3654,4611,5643,244,463,491,502,1043,1574,1575,1784
5326,1673,3505,3532,4245,6357,518,635,843,849,2209,2211,2427,3161,3905,4070,4112,4386,4916,4934,5255
5327,174,186,373,512,518,540,611,801,1046,1150,1172,1277,1466,1940,2045,2197,2361,2623,2665,2940
5328,306,3235,3505,3693,4357,6421,1758,1897,3743,3859,4492,4533,4849,5576,5698,5950,6203,6637,6674,6825
5329,5628,5866,5903,219,558,607,2822,3087,4250,4626,4935,5246,5471,5494,97,847,1037,1156,1159,1370
5330,668,1142,3062,3105,5031,5594,5622,7642,7670,3634,3652,3862,3263,4897,53,339,611,1430,2125,3172
5331,1539,1977,3084,4043,4910,6909,1025,1357,1673,1956,2378,3389,3976,4550,5587,6357,7249,7379,7588,322
5332,1388,5237,893,6766,497,339,611,635,796,1046,1207,1951,2078,2317,2622,3616,4022,4231,4308,4382
5333,674,1467,1652,2478,5432,6835,2235,2876,5274,3444,4012,5885,7750,3749,4674,5828,1564,2511,4456,5582
5334,27,526,533,535,944,1362,1570,1658,1671,1750,1872,2496,2921,3085,3146,3314,3372,3466,3474,4095
5335,2747,6761,7121,789,1156,4143,6944,5869,3,58,97,123,510,703,721,726,757,866,909,914
5336,135,300,364,532,673,897,1004,1160,1241,2015,2020,2040,2807,2972,3062,3252,3253,3331,3431,4111
5337,364,385,1273,1368,1454,1809,1976,2225,2427,3216,3376,3746,3896,4161,4772,4824,4879,5082,5124,5427
5338,4839,166,518,690,747,817,1207,1220,2221,2553,2628,2629,2665,2969,3087,3205,3427,3452,3572,3906
5339,1070,1586,3056,3120,3125,4747,5685,6252,6333,6639,7258,7701,2578,7290,2642,5450,5955,7001,2014,6266
5340,117,341,925,1739,2182,2842,5012,6313,6510,891,3342,3910,4935,3605,6313,3193,5274,5309,1217,1333
5341,163,566,658,741,1362,1940,3205,3572,3676,3976,3977,4054,4634,5012,5166,5587,6168,6291,6722,7585
5342,1251,1736,2665,3676,3879,5602,5869,6593,6594,718,3402,4383,4453,4831,5012,5601,5716,7110,7277,7689
5343,123,339,3442,3693,4399,4925,5309,5812,6645,6910,3567,4581,4736,115,566,591,1155,1322,1330,1478
5344,848,2432,3689,1326,279,1320,2953,3028,3310,4933,6841,4538,2230,3418,6352,4838,585,7449,7588,1513
5345,263,691,3339,5851,95,299,1112,2762,2821,3536,4102,6941,376,405,649,944,1362,1517,1594,1621
5346,1693,1695,1758,1974,2378,3222,4187,5273,6333,6348,6357,6447,7202,7388,981,2097,2274,2779,3372,3551
5347,2969,4581,1362,3746,866,1528,2317,2933,3084,3975,4736,4940,5425,1150,3088,4043,4086,4856,6421,7423
5348,30,133,177,367,441,737,739,1025,1075,1099,1299,1886,2015,2056,2296,2318,2443,2499,2815,2883
5349,3342,4935,497,1388,3331,3357,1963,5933,1387,729,2063,5212,6627,3123,6240,216,1847,2182,2570,3183
5350,526,611,2221,2452,3798,5132,7249,2130,421,811,950,1557,2568,2740,3642,6371,6600,7193,7273,7441
5351,284,3761,7352,1292,3105,2317,3315,3975,2507,800,4300,6017,4808,516,983,2006,4707,5969,779,2397
5352,181,299,421,578,581,583,811,913,1043,1671,2317,2682,2740,2794,3071,3104,3376,3406,3470,3746
5353,1073,1390,1940,3534,4726,7070,772,4840,4868,6204,6857,7069,1081,1197,3030,130,328,396,3311,4111
5354,85,134,277,299,562,637,646,647,716,811,882,932,1127,1292,1303,1557,1675,1718,2023,2572
5355,1116,7746,811,1374,1454,6930,7379,7506,179,391,1043,2378,2789,3201,3439,3532,4399,4595,4698,5365
5356,3263,4086,5473,5700,981,2540,3241,4903,4961,4993,5093,5308,6608,1025,1803,2496,2912,6423,6753,1043
5357,79,200,341,372,410,696,779,1002,1478,1532,1768,1962,2015,2078,2088,2507,2864,3081,3252,4036
5358,42,299,566,934,2230,2382,2794,2798,3105,3356,4424,5388,5534,5761,5898,6285,6352,174,257,3043
5359,243,270,611,747,935,1935,2209,2385,2600,3321,3814,3976,4153,4389,4634,4791,5634,5635,5731,6030
5360,2640,1292,4444,7352,2755,5635,1785,4038,4436,4519,4824,237,2122,3517,3846,3923,7357,1346,4860,6646
5361,1109,7061,2564,5309,6413,7515,7680,2891,3176,3939,4539,5722,6813,4656,220,388,2195,3980,4346,5038
5362,1143,2642,5375,5451,5649,5955,6839,7001,7341,1109,7061,746,804,3393,4275,5255,5996,6045,6069,7240
5363,1676,3125,3371,3774,4551,5016,709,4520,2772,3951,4355,5424,5568,5685,6116,7123,7258,7561,1672,2427
5364,1594,7493,673,811,1043,3406,4022,5270,5608,6279,6769,679,934,2290,2972,4111,4482,5294,5388,5594
5365,5638,5879,4501,282,757,552,738,4342,5078,6648,7769,3357,6035,6150,7568,3094,900,1588,4188,6382
5366,163,386,1272,1354,1485,1682,2822,3379,5246,2708,4388,4884,6617,7197,2514,6318,4619,5082,1513,3088
5367,65,497,904,966,1206,1868,2483,2591,2807,3093,3094,3164,3698,3973,3993,4729,5262,5304,5341,5473
5368,635,1385,1739,2273,2626,2728,3209,3396,3860,4054,4389,6350,6355,6496,7391,4861,5384,3924,1977,4726
5369,9,280,284,517,689,1401,1727,1943,1989,2676,2824,3439,3470,3605,4245,4312,4690,4934,5472,5499
5370,1206,1423,5294,6285,12,354,372,437,566,598,648,651,658,747,875,935,1067,1142,1327,1347
5371,1859,7273,7357,2808,5087,6603,2551,3315,280,2106,4468,5090,4111,1976,6783,7193,7770,904,7577,811
5372,944,1852,3128,5737,6274,738,2301,7767,122,152,282,318,429,511,515,552,692,744,811,1043
5373,1454,2011,2040,2202,2503,2652,2821,2883,3219,3573,3676,3689,5026,7001,421,1463,2808,3090,3429,3766
5374,38,312,1153,1349,1656,3507,3910,4250,4324,4781,5082,5471,5825,6218,6542,6842,7309,7518,364,1768
5375,6,123,152,191,268,526,737,859,867,912,914,981,1025,1064,1156,1163,1224,1507,1621,1640
5376,552,900,3888,6364,7434,738,739,791,1588,1669,2195,2794,3183,3980,4188,4342,4346,5038,5048,5078
5377,1361,243,354,747,1172,1251,1940,2741,3321,3690,3879,4153,5504,5558,5731,5869,6577,6594,7611,34
5378,1064,1718,2109,2333,3373,3589,3600,4307,5590,6193,7368,7686,299,300,686,6131,130,554,679,811
5379,243,796,2209,3201,3976,5599,6202,7017,7701,7761,428,607,1673,1940,2317,4361,4971,6288,6464,7733
5380,30,123,134,399,511,570,683,738,811,1009,1142,1209,1292,1347,1383,1454,1766,1768,2047,2317
5381,29,3620,4700,5848,1799,2284,966,1484,2059,2106,2138,2518,3468,3517,3846,4170,5086,5795,6308,6364
5382,292,436,518,611,742,891,1571,2097,2385,2433,2622,3001,3086,3114,3572,3939,4436,4477,4536,4803
5383,581,825,2133,4024,135,181,248,292,299,367,372,421,456,477,576,697,811,874,950,1043
5384,177,5309,6413,7680,3402,3524,4383,4453,4831,5012,5716,7110,7277,7689,900,6382,2052,2571,5498,6617
5385,902,2332,2388,3479,5060,6248,6256,997,1025,1640,2097,2921,3049,3466,4143,5308,6608,292,512,611
5386,3171,2150,6412,237,570,878,4406,6748,6785,1094,778,2655,6597,2852,779,2006,2397,4707,4808,5969
5387,1532,3746,1247,2732,4221,4347,7193,1335,1374,3819,516,1264,1333,1751,2009,2158,2209,2317,2740,3581
5388,4656,2317,3315,3975,3347,4925,248,410,1043,1207,1319,1580,2794,2891,2969,3176,3841,3888,3939,4387
5389,650,818,1192,1646,2803,3342,3389,3605,3892,3905,4934,5082,5115,6282,6313,6793,7264,7309,7318,7553
5390,537,1173,3107,4798,5480,5951,757,1594,2317,5341,5473,5534,6603,581,7157,2326,1126,219,253,411
5391,2740,6769,7273,7577,1594,7493,181,1500,7193,7684,2658,5608,2317,3315,3975,2673,5763,315,4478,6629
5392,263,289,935,1671,3314,3616,4055,4095,4791,5974,6691,6978,7208,529,6088,7675,3819,7222,2078,1675
5393,3084,1292,679,1333,3452,5388,5637,6559,289,635,3289,3951,4386,4471,6511,7208,4067,3814,2439,7349
5394,1589,3718,7021,187,625,1196,1415,1571,1780,2487,2666,3075,3320,3772,4272,4581,4803,5263,5302,5964
5395,6353,2794,1648,3321,38,372,447,1153,1192,1644,1646,1656,1733,1751,2380,2553,2627,2676,2719,2763
5396,2750,838,1093,1382,1705,1785,2191,2407,2519,2839,3224,3868,3873,3880,4062,4254,4570,4868,4968,4969
5397,237,292,570,1864,2117,2755,4038,4231,4666,4954,5090,5210,5328,5380,5479,5664,5823,7368,82,183
5398,2519,5177,140,4143,7197,1900,4683,6682,1225,1468,1735,3201,4394,5599,7033,7342,1900,3421,3452,679
5399,16,392,652,1129,1629,1648,1963,2378,3201,3254,3280,3471,3532,4080,4532,4539,4856,5582,5767,6333
5400,2821,3439,3505,4803,6285,7687,1126,5554,7335,248,595,874,6831,7108,14,981,1159,2507,811,1025
5401,187,1571,4803,7139,811,900,1043,1594,2235,5388,6222,6382,6462,6603,7493,7577,2972,897,147,4001
5402,628,891,1210,1733,2708,3564,3710,4414,4884,5404,6104,7757,585,1891,2791,3017,3452,3489,5079,6696
5403,1075,1207,1209,1593,1891,2133,2504,3275,3477,3494,3936,3977,3988,4054,4187,4245,5472,5590,7609,2317
5404,406,891,1087,1142,1956,2133,2891,4905,5946,6285,6659,6748,7609,2317,3315,3975,65,757,811,1213
5405,4726,552,1343,2026,2274,2333,2531,2808,3123,3201,3263,3474,3980,4374,5688,6252,6335,6608,6944,7540
5406,4334,3466,2437,2921,3562,3945,4320,4693,6440,7353,6704,436,637,713,894,1025,1156,1217,1785,2081
5407,3062,5190,6248,10,284,412,921,1039,1401,1673,1727,1989,2370,2801,3910,4551,4690,4948,5410,6542
5408,88,1473,2003,4231,4824,4945,5263,5315,6204,6312,7069,7151,7563,33,274,352,554,625,734,762
5409,3183,3257,679,1483,1847,2704,3029,3406,3567,4272,4387,4772,5473,5594,5622,5753,6603,6866,7274,6832
5410,270,1897,1989,4357,4436,6236,6333,6636,6948,7017,2040,5955,1437,3888,6761,6958,7156,7203,9,299
5411,1209,1965,3275,4931,5970,6370,6943,7156,7609,53,339,611,935,1532,3356,3723,4345,5237,5587,5654
5412,299,315,461,520,578,696,950,1112,1149,1503,1686,1872,2393,2794,2856,3079,3090,3193,3357,3374
5413,2317,3315,3975,1357,2040,2056,3114,5450,6080,6285,6502,6646,1787,120,4387,5087,5235,1886,1072,798
5414,1697,2977,3805,6905,1473,5398,7066,5545,635,3071,6793,7535,1963,4102,5767,2026,2758,2996,3091,3461
5415,3698,7021,4468,3411,5172,2652,6589,3975,6219,3461,2127,1211,1594,2447,4581,4925,5237,6813,3939,5479
5416,422,683,1441,1614,4551,4724,6089,7552,622,1450,3109,3514,4692,5924,7113,7223,3193,4441,6285,7106
5417,13,27,42,120,270,289,292,343,367,437,526,611,621,635,668,796,817,891,894,935
5418,436,830,1673,1771,2474,2482,3263,3474,4950,5570,5662,7549,196,564,1220,3066,3714,3753,744,747
5419,69,774,1278,1319,1390,1483,1492,1842,1850,2124,2230,2478,2555,2798,3177,3241,3698,3712,3745,3980
5420,1138,3528,5534,2317,3315,3975,6350,1615,7198,108,1914,4200,4505,4929,7166,3308,5053,299,380,421
5421,248,299,376,595,762,1473,1683,2026,2555,3746,3750,5087,5150,5594,6080,6131,6352,6371,6988,2452
5422,85,280,517,635,679,696,981,1073,1133,1220,1279,1408,1440,1648,1672,1684,1739,1847,1920,1963
5423,1126,1588,2551,2794,3505,5341,5388,6353,6456,6603,7657,1003,3062,7504,7593,1142,4566,7197,5942,6230
5424,1528,5294,5388,64,636,497,3724,7021,65,1868,3687,4836,6539,6952,7726,2798,3177,3301,1444,1731
5425,7588,166,186,248,326,341,354,371,477,518,585,629,666,848,849,903,924,927,1004,1046
5426,4272,5942,2821,243,282,625,626,874,946,950,1043,1191,1194,1465,1468,1596,1655,1686,2002,2401
5427,5950,260,2508,3358,3442,3500,7772,1155,1374,598,3119,4304,4305,6487,6557,6758,7165,897,1300,1434
5428,181,772,1500,2740,4840,4868,6204,6857,7069,7193,7684,130,183,248,299,376,554,595,874,1043
5429,817,884,1209,1267,1333,1661,1673,1739,1965,2008,2009,2126,2133,2382,2461,2477,2789,2794,3062,3275
5430,1331,2284,2676,6550,6894,7736,299,323,950,5150,1454,900,1043,2225,2317,2891,3193,3454,3888,4063
5431,2548,6472,6833,3077,3229,6578,4038,5818,7360,5237,841,2686,4171,5300,6519,5365,2732,2186,4173,4875
5432,7692,1483,4883,6279,7347,6219,1388,1557,2317,2652,2891,3642,4961,824,4272,4370,5232,5464,903,6507
5433,57,556,734,777,794,1596,1683,2130,2200,2313,2398,2421,2736,2963,3012,3110,3869,4024,4449,5135
5434,181,380,1157,1785,2393,2457,2740,3018,3698,4231,5122,5298,5473,5497,6600,6954,6955,7342,7603,299
5435,30,142,177,437,591,598,658,742,801,866,1002,1217,1388,1594,1663,1766,1900,1940,1977,2047
5436,482,3094,5835,130,757,762,772,934,1319,1909,1965,2026,2461,2469,3745,3856,3954,4024,4486,4526
5437,4199,4280,292,508,1423,1581,1673,3406,3528,3637,3723,3976,4905,5105,5950,6364,6597,6637,6659,7156
5438,900,934,1233,1413,1858,2483,2738,2758,2971,3718,4482,4921,5388,5591,5592,6022,6353,3177,6825,1373
5439,7047,1209,3275,6659,6943,7609,3988,7156,2133,6370,489,635,637,713,737,796,1025,1207,1251,1340
5440,740,1328,1357,1483,1590,2297,2524,2790,3100,3878,3879,4031,4275,4386,5344,5561,5730,5992,6168,6242
5441,247,277,284,319,321,528,952,1687,1919,2866,2951,3138,3180,3191,4624,4690,4809,5082,5377,6858
5442,10,284,412,921,1039,1401,1673,1727,1989,2370,2801,3910,4551,4690,4948,5410,6542,6894,7202,7675
5443,27,312,341,364,392,518,747,796,920,935,1087,1357,1362,1671,1940,1943,1962,1979,2009,2052
5444,3291,4773,6166,5270,604,621,1144,1843,1945,2170,2601,2623,2900,3076,3105,3344,3389,3905,4355,4475
5445,4158,274,904,2445,5262,4776,6311,7274,900,1209,1333,1338,2794,3406,3552,3567,3878,3888,4107,4272
5446,1071,1393,1930,2117,4279,6975,57,3862,5162,6166,7193,7261,1787,183,581,1312,1324,1477,1831,6929
5447,7470,4736,1534,4784,5143,6464,1552,2061,5636,6655,552,738,4342,5078,6648,7769,166,243,3006,4782
5448,147,4001,3315,966,5294,3176,4637,5590,51,322,435,494,1007,1130,1180,1373,1632,1868,1908,1953
5449,1043,1347,1385,1673,2156,3003,3257,3605,4934,7318,2729,3193,5121,5245,7075,7391,1901,3805,5662,1075
5450,322,966,1373,2190,2969,3177,3183,3468,3712,5748,6080,6824,69,243,304,741,762,1138,1250,1262
5451,299,983,1043,2794,4300,4848,5087,6001,6841,6868,7069,7389,7631,5341,1962,7261,7506,3068,811,1557
5452,680,1989,3001,3505,4143,5398,6166,3421,2209,3124,5507,4102,4950,5252,2642,3128,5450,5955,6313,7001
5453,341,866,2182,4086,7373,88,1454,3345,3878,4468,6831,504,1324,5130,12,43,289,392,555,611
5454,162,282,315,474,552,738,757,904,1331,1699,1909,2003,2106,2186,2504,2555,2808,3093,3815,4173
5455,4183,7698,923,6243,4272,5004,286,753,843,925,1365,1978,2326,2590,2706,4112,4216,4981,5029,5603
5456,410,1009,1581,3693,3888,5534,6603,778,1043,1081,1940,2378,3029,3470,7337,5082,3746,4137,4156,6040
5457,2317,3315,3975,5312,3258,421,6310,1389,1856,5355,5473,6456,376,299,410,516,713,983,1004,1009
5458,352,421,505,762,811,1454,1473,2026,2317,2953,3012,3157,3564,4330,4478,4950,5473,5482,5522,5608
5459,6862,1594,7493,220,388,2808,6584,3062,5009,934,1333,2200,2290,2794,3869,5500,5547,5892,6498,7359
5460,537,1173,3107,3754,4435,4798,5480,5799,7335,566,570,1211,2182,3470,3567,4086,4095,4803,5870,6421
5461,848,849,1458,2403,2133,5955,1891,4107,4931,95,1345,4773,4927,5702,611,1989,3572,4382,4644,4824
5462,12,343,519,635,756,920,925,1142,2156,2197,2209,2742,2834,3758,3891,4054,5236,5974,6313,7151
5463,5190,163,914,1159,1343,1770,2461,4269,4962,5177,5505,7380,1976,2427,3885,5662,6515,399,3874,4094
5464,2130,6831,376,845,862,1332,1911,5251,5526,7545,2421,5364,5625,5315,299,679,950,1200,1333,1473
5465,3520,4357,5457,4826,3939,3331,341,477,746,793,937,1217,1725,1977,2503,2568,2923,3212,3235,3977
5466,53,141,237,339,611,878,946,1152,1347,1718,1785,2277,3332,3517,3846,3923,4038,4219,4304,4438
5467,554,772,862,874,1190,1316,1465,2130,2480,2995,3110,3216,4289,4734,4840,4868,4930,4933,4968,5186
5468,141,1009,2469,5084,5141,6063,6335,7469,321,1248,1872,2568,3888,4106,4173,4300,5608,6691,6732,6930
5469,3552,312,6769,3836,353,374,1422,1751,2213,2818,2945,3509,3866,4732,5369,5546,6766,7410,7761,2794
5470,5109,138,900,1043,1588,4188,6382,6462,7523,6226,2330,1262,3052,6074,6204,7740,552,738,4342,5078
5471,6,186,1172,1202,1347,2015,2622,2940,3878,3988,4294,4387,5818,5946,6350,6911,6943,7156,7402,7540
5472,399,444,489,997,1133,1766,1933,2294,2297,2298,2306,2332,2364,2494,2778,2921,2926,2943,3092,3466
5473,134,277,2225,3034,3171,3211,3347,3743,3866,4359,4550,4775,6333,6646,7518,2767,4794,1142,2035,2728
5474,1594,7493,2317,3315,3975,1971,3494,3698,4468,7047,7632,904,1297,1388,2081,2427,3349,4581,6222,757
5475,2642,5450,5955,7001,2821,1172,6617,4272,1004,1900,4683,4782,4851,5532,5597,5628,6682,6683,1532,3406
5476,5818,1768,3694,7156,920,1673,6,1454,2345,2977,4022,4038,3753,123,1209,2186,2572,2684,2852,3011
5477,7449,554,581,1043,1465,1468,1473,1831,1867,1904,2329,2393,2614,2740,2971,3331,3642,4061,5074,5162
5478,672,1876,5694,1891,1978,3553,5737,674,1368,1467,1652,2478,5432,5570,6835,564,753,3213,1943,4245
5480,265,897,1172,1389,1594,2555,2652,2862,3331,4022,5237,5942,6202,6542,6894,7232,2347,3457,3974,6445
5481,3093,7021,7193,6603,65,3687,4836,5355,5473,6456,6539,2284,1588,2147,3547,3698,5795,1962,3979,5237
5482,2378,3001,3105,5823,7396,1456,5698,6953,7433,1087,1142,1333,2794,3389,3888,4389,4776,5844,6209,6291
5483,583,1078,7167,248,578,811,984,1311,1347,1468,1875,2296,2532,2614,3018,3120,3421,3649,3668,3916
5484,1388,3331,3357,4838,4468,42,376,598,801,866,1483,1693,1847,1858,2337,2447,2652,2721,3453,3505
5485,42,243,611,658,739,747,935,1327,1362,1671,1758,1900,1935,1940,2385,2497,2665,2903,3314,3321
5486,793,57,95,556,777,1388,1672,1942,2427,2642,2794,3093,3238,3331,3340,3357,3552,3859,3988,4333
5487,1159,2988,3201,3313,3470,4143,5487,5839,6214,6454,7033,633,179,437,935,1466,1989,2225,2370,2570
5488,248,410,720,762,1088,1127,1503,2200,2290,2678,3134,3177,3209,3431,3712,3869,4624,5262,5451,5625
5489,252,747,1594,1671,2767,2888,2923,3321,3572,4036,4144,4625,4782,4791,5434,5810,6779,7508,7717,7757
5490,289,635,673,830,1043,1347,1557,1643,1675,2023,2519,2609,2815,2944,3001,3193,3510,3841,3974,4022
5491,2709,4171,7112,7207,595,841,1155,1387,2194,2686,2804,3987,4389,5086,5300,5994,6098,6405,6519,6608
5492,4843,216,5942,117,219,341,519,566,650,665,1087,1451,1727,2382,2427,2562,2570,2628,3473,3520
5493,71,263,289,292,543,901,1357,1362,1430,2741,2984,3134,3314,3533,3866,4068,4471,4791,4817,4826
5494,765,1577,1976,3783,4637,4709,4896,6256,7118,7249,2156,2345,2452,757,1347,2808,2850,4300,738,997
5495,747,897,1207,1388,3047,274,625,772,4272,4950,6022,130,410,1127,2026,2127,2652,2758,3029,4022
5496,2799,4843,6,50,336,859,1037,1159,1208,1640,2236,2415,2494,2620,2621,2705,2785,2880,2912,2978
5497,925,1220,1385,1943,2427,2864,3071,3112,3714,3859,4245,4441,4782,4925,5012,5472,5884,6288,6485,6675
5498,181,1500,2740,7193,7684,1957,2817,2929,415,554,616,1008,1093,2103,2127,2552,3216,3475,3482,3579
5499,6930,7389,5948,1202,2540,3498,3856,3974,4323,5818,6043,6645,6693,7540,2317,3315,3975,757,811,1043
5500,1594,7493,2195,3980,4346,5038,5048,6294,6745,248,1503,4107,4918,6260,6270,969,2923,6114,6826,6057
5501,2281,2731,3577,3718,4740,5513,5623,772,4840,4868,6204,6857,7069,6983,7631,2053,4291,6367,6848,7417
5502,5375,743,4441,6045,3412,3536,5079,7061,631,2040,4898,6242,6793,7654,6041,6194,6257,6701,7108,4684
5503,5497,2572,3219,5823,5274,6930,7389,3698,3062,5009,410,950,2184,1940,1941,3723,3948,4345,4446,6637
5504,1003,1146,1180,2712,2821,696,740,757,900,1142,1454,1594,1695,1850,1976,2427,2483,2794,2798,3576
5505,216,927,1459,5473,7736,4054,4436,7207,343,437,670,2156,183,6204,6219,7236,3258,4022,4776,4915
5506,9,16,1458,1693,2008,2378,2883,3090,3112,3211,3505,4156,6209,6333,6357,7331,7379,7536,7688,21
5507,79,117,284,1226,1368,1652,1920,1979,2478,3611,4361,4417,6515,7072,7543,1182,1568,6231,5563,6267
5508,560,635,1251,1940,1941,3071,3676,3723,3948,4304,4305,4345,4446,4782,5142,5448,6412,6487,6501,6593
5509,9,27,104,265,364,367,406,518,570,604,611,668,716,756,780,882,1009,1087,1347,1349
5510,811,2345,5177,5407,5473,5662,6350,6371,830,2393,2850,3001,4382,4970,5710,6774,7603,969,2078,2923
5511,2821,1757,3421,2195,3980,4346,5038,5048,6294,6745,2790,274,321,1750,2031,243,741,1319,1935,3690
5512,877,1884,2068,4152,5052,5632,5843,6240,6841,6991,7542,1904,6586,4595,2121,3805,4803,6257,2678,3880
5513,16,135,249,299,393,1142,1329,1532,1557,1976,2056,2393,2401,2609,2740,2755,2794,3001,3012,3258
5514,410,1858,2284,2301,3888,6364,2317,3315,3975,1817,2154,27,69,88,104,216,224,237,282,299
5515,141,882,957,1014,1718,1788,2103,2347,2953,3273,3315,3846,3880,4020,4811,5298,5608,5702,5801,5812
5516,94,186,243,258,289,337,376,392,421,512,516,591,696,700,779,913,935,969,983,1004
5517,161,2532,3635,5152,5483,6399,6810,15,5143,422,687,1137,4572,45,104,280,466,811,902,926
5518,42,130,437,747,900,1357,1940,2117,2469,2608,2741,2903,3205,3321,3339,3426,3723,4345,4389,4446
5519,1388,1615,3878,3977,4803,4931,5335,5942,6826,7082,7106,1209,2133,3988,6370,6350,7198,253,2202,2742
5520,2059,322,421,497,1138,1319,1406,1415,1847,1859,1936,2106,2231,2317,2652,2969,3315,3464,3528,3567
5521,270,391,521,621,638,848,1225,1671,2155,2333,2393,2971,3242,4001,4150,4382,4456,4799,5093,5244
5522,848,849,1458,2403,3178,5236,757,3466,4656,51,88,135,181,299,376,461,463,673,762,800
5523,921,5718,13,4312,4357,4551,5825,6439,4810,4888,5495,5633,7146,7746,607,3098,7569,7733,99,1089
5524,876,1019,1430,1466,2155,3086,3426,3453,3465,3805,4153,4471,5519,5587,5606,5635,5854,5882,6030,6040
5525,1492,2688,1999,2931,7582,5462,7571,299,679,1333,4197,6080,6131,1117,1278,1390,2200,2290,4482,5388
5526,30,289,560,648,753,842,1057,1322,1594,1716,2182,2247,2361,2570,2622,2768,2923,3062,3086,3389
5527,757,1054,1909,2186,2620,2625,2808,3441,4003,4467,4601,5350,5505,5552,6531,6602,6942,7347,7676,2657
5528,848,1339,1458,2403,686,3590,3897,6131,6732,135,647,780,3746,5270,5955,248,352,376,595,762
5529,130,248,299,376,595,1127,1333,2290,2899,3746,4161,5162,5677,5780,6080,6204,6528,6928,421,686
5530,3552,3331,3746,410,2040,3642,7344,183,240,581,612,950,1043,1805,2740,3216,3462,3653,4300,4921
5531,1190,7031,312,6769,6770,1789,5046,646,762,1043,1064,1343,1643,2026,2313,2393,3263,3319,3474,3589
5532,1594,6691,7409,99,1727,5587,4395,6357,683,2122,2469,7379,4292,6430,693,3212,497,1228,1799,2103
5533,556,777,5677,7510,9,1671,3062,3746,3761,3871,4519,6080,6889,7444,7465,7577,7736,3974,5398,1532
5534,25,79,1458,5455,6202,6507,7658,224,278,299,517,780,1278,2015,2023,2200,2235,2798,3468,3698
5535,7155,30,406,700,944,1327,1513,1920,1976,2100,2168,2182,2570,2622,2842,3836,3976,3980,5060,5184
5536,130,321,595,1483,2100,2345,3869,4055,4272,4399,5262,5823,7156,88,3344,3431,4218,4945,5497,5590
5537,71,263,270,289,611,747,901,1671,1758,2156,2741,3313,3314,3339,3616,3977,4055,4389,4637,4817
5538,1004,1357,2739,4345,4851,7423,876,42,243,1935,3879,611,5634,526,2333,2443,2779,2850,3313,3474
5539,95,793,1067,2821,3859,5341,6285,6364,6502,1331,4272,4861,7760,174,292,778,1251,1430,1736,1758
5540,30,143,181,260,297,392,410,681,738,811,876,910,913,1211,1473,1571,1643,1671,2274,2439
5541,248,294,595,772,874,3817,5122,5677,6084,6528,3062,5009,1168,1503,1532,1665,2200,2798,3079,3431
5542,4218,9,16,27,43,134,280,289,292,367,406,436,526,565,604,631,635,650,742,796
5543,900,2794,3029,3552,3746,3836,3841,3888,6222,905,1483,1847,4188,4436,5950,6687,319,497,966,1146
5544,42,1142,1209,2133,2739,2762,3001,4452,6057,6350,7106,7423,2821,5036,3859,5012,7664,2503,3454,4188
5545,1357,2741,4055,4364,4389,7761,9,1101,2214,2824,3470,3564,3814,4121,4634,4849,5869,6209,6277,6665
5546,2864,3553,5737,1739,6997,7753,1220,6116,1633,2360,2362,2928,5569,5806,6275,6291,6474,6607,7365,7567
5547,566,811,1194,1248,1454,1483,2608,3012,3029,3216,3331,4107,4300,4803,5087,6022,6279,6759,6841,6930
5548,12,130,635,696,1127,1345,1357,1954,2290,2755,3071,3193,4170,4355,4387,4566,4791,5142,5333,5654
5549,248,461,1009,1248,1319,1473,1655,1785,2026,2658,3012,4045,5328,5677,5858,6559,6600,1088,1155,4524
5550,820,1,29,51,88,134,143,241,299,330,361,376,418,463,505,523,578,625,632,738
5551,216,983,1043,1046,1465,1891,3062,5532,6683,7736,253,385,608,742,818,1004,1087,1172,1273,1758
5552,30,123,511,598,894,1209,1347,1383,1571,1615,2060,2194,2333,2411,2447,2620,2622,2754,2778,2815
5553,282,316,323,1241,1686,1805,1847,2054,2393,2461,2469,2519,2891,2953,2977,3319,3567,3766,3805,3939
5554,5662,376,418,463,554,626,1008,1043,2329,3805,4734,5315,5608,6955,7193,7273,7591,1710,2912,3313
5555,729,765,1463,5323,6793,7370,3018,5497,2944,3510,3880,4254,5056,5713,6240,6278,6841,6991,7428,7542
5556,410,421,738,757,811,950,1067,2317,2808,2969,3454,3888,3975,5012,5078,6309,6603,7193,7277,5355
5557,5175,5890,1771,6,42,98,158,219,253,292,436,437,518,598,608,624,778,813,843,894
